Company_name,layoff_size,dates,Ticker
AVANTIVE SOLUTIONS,89.0,"['2020-05-04', '2023-06-12']",
AVANTOR FLUID HANDLING,104.0,"['2023-03-01', '2026-02-06']",
"AVANTOR PERFORMANCE MATERIALS, INC.",150.0,['2015-01-16'],MU
AVANTSTAY,261.0,"['2022-06-29', '2022-11-09', '2023-06-20']",
"AVATAR FOODS INTERNATIONAL INC, DBA GLOBAL GOURMET CATERING",469.0,"['2020-06-06', '2020-07-28']",
"AVATAR PROPERTIES, INC.",987.0,"['2011-09-29', '2019-07-08', '2025-04-25']",MU
AVAYA,180.0,"['2023-01-17', '2024-08-01', '2024-11-06']",
AVCORP COMPOSITE FABRICATION,367.0,"['2011-11-18', '2016-10-24', '2022-08-03', '2022-12-21', '2023-11-16', '2023-12-20']",
"AVEANNA HEALTCARE, LLC",139.0,"['2020-04-01', '2022-07-05', '2024-06-25']",VRT
AVEANNA HEALTHCARE (ABA THERAPY),96.0,['2020-06-01'],
AVEDA 2019,101.0,['2019-01-01'],
AVEDA INSTITUTE INC.,520.0,"['2009-11-30', '2019-01-10', '2020-03-19']",
AVELLA SPECIALTY PHARMACY,161.0,['2019-03-26'],
AVENUE CLUB,815.0,"['2020-03-26', '2024-11-10']",
AVERITT EXPRESS INC,643.0,"['2013-08-03', '2019-02-07', '2022-02-02', '2024-06-27', '2025-04-16', '2025-10-23']",
AVERY DENNISON,225.0,['2015-04-23'],AVY
AVERY DENNISON CORPORATION,992.0,"['2010-02-22', '2010-03-02', '2010-03-09', '2010-03-17', '2010-04-08', '2010-04-12', '2010-04-14', '2010-04-23', '2010-05-18', '2010-06-02', '2010-06-28', '2010-07-01', '2010-07-27', '2010-10-18', '2011-09-14', '2011-12-21', '2012-01-19', '2012-08-15', '2012-11-19', '2013-03-26', '2016-02-26', '2020-12-18', '2025-06-03', '2026-02-17']",AVY
AVERY PRODUCTS,240.0,['2015-09-25'],
AVERY PRODUCTS CORPORATION,890.0,"['2012-10-24', '2013-07-08', '2014-01-01', '2020-02-07', '2021-07-29', '2024-07-17', '2025-01-30']",
"AVI CASINO ENTERPRISE, INC.",5486.0,"['2009-12-26', '2010-04-13', '2012-12-28', '2015-04-01', '2015-11-19', '2015-12-05', '2016-08-03', '2016-12-01', '2017-01-27', '2019-05-01', '2019-07-26', '2019-11-08', '2020-01-18', '2020-03-08', '2020-03-19', '2020-03-27', '2020-04-09', '2020-04-30', '2020-05-22', '2020-06-05', '2020-11-03', '2021-03-24', '2022-10-24', '2022-12-13', '2023-01-20', '2023-02-21', '2023-03-13', '2023-05-05', '2023-05-22', '2023-05-31', '2023-06-27', '2023-10-16', '2024-01-10', '2024-03-12', '2024-04-12', '2024-06-07', '2024-06-12', '2024-11-14']",MU
"AVI FOODSYSTEMS, INC",1543.0,"['2010-04-01', '2012-05-21', '2013-06-12', '2026-01-01']",MU
AVIANCA,4561.0,"['2020-04-03', '2020-04-07', '2020-04-28', '2020-05-14', '2021-10-08', '2022-02-01', '2022-05-10', '2022-05-17', '2022-11-18', '2023-01-13']",
AVIANCA (JFK),5.0,['2020-04-07'],
AVIANCA HOLDING,45.0,['2020-07-31'],
AVIANCA HOLDING MIAMI INTERNATIONAL AIRPORT,155.0,"['2018-07-09', '2020-04-09', '2020-04-28', '2020-07-31']",
"AVIARA BOATS, LLC",181.0,['2024-08-08'],VRT
AVIARA RESIDENTIAL EMPLOYMENT INC - FOUR SEASONS RESIDENCE CLUB AVIARA,260.0,"['2020-05-15', '2022-05-12']",
"AVIAT U.S., INC",158.0,"['2010-04-06', '2014-03-28']",MU
AVIATION EXTERIORS LOUISIANA,92.0,"['2017-06-27', '2020-11-05']",
AVIATION TECHNICAL SERVICES,349.0,"['2013-12-12', '2014-09-30', '2020-06-02', '2024-01-18']",
AVIDBOTS,50.0,['2023-03-14'],
AVIS BUDGET,124.0,"['2020-04-08', '2020-08-28']",CAR
AVIS BUDGET CAR RENTAL,3121.0,"['2010-04-01', '2015-05-01', '2020-03-27', '2020-04-08', '2020-04-13', '2020-04-17', '2020-04-20', '2020-04-21', '2020-05-19', '2020-08-28', '2020-08-31', '2020-09-01', '2020-09-02', '2020-09-04', '2020-09-08', '2020-09-16', '2021-01-07', '2021-01-14', '2023-04-01', '2026-01-01']",
AVIS BUDGET CAR RENTAL LLC - CVG,51.0,['2020-04-17'],
AVIS BUDGET CAR RENTAL LLC PITTSBURGH INTERNATIONAL AIRPORT LOCATION,224.0,"['2020-05-08', '2020-08-01', '2023-01-03']",
AVIS BUDGET CAR RENTAL LLC-LOUISVILLE,109.0,"['2020-02-10', '2020-04-17']",
AVIS BUDGET CAR RENTAL SERVICES INC.,1335.0,"['2011-04-29', '2019-11-01', '2019-11-15', '2020-04-20', '2020-05-13', '2020-09-14', '2021-12-02', '2023-08-31']",
"AVIS BUDGET CAR RENTAL, LLC AND ITS SUBSIDIARIES",163.0,['2020-04-17'],
AVIS BUDGET CAR RENTAL-AIRPORT BLVD,319.0,"['2020-04-10', '2020-08-28']",
AVIS BUDGET GROUP,305.0,"['2015-05-29', '2020-08-28', '2020-08-31', '2020-09-01', '2020-09-08']",CAR
AVIS BUDGET GROUP (ADW - ENGLEWOOD),5.0,['2020-08-31'],
"AVIS BUDGET GROUP BTR, MSY, LFT, LCH",7.0,['2020-08-28'],26954.HK
"AVIS BUDGET GROUP DBA AVIS BUDGET CAR RENTAL, LLC",46.0,['2020-08-28'],VRT
AVIS CAR RENTAL-3850 26TH,8.0,['2020-04-01'],
AVIS CAR RENTAL-3937 26TH AVE,12.0,['2020-04-01'],
AVIS CAR RENTAL-CEDAR SPRINGS,33.0,['2020-04-01'],
AVIS PHILADELPHIA,152.0,['2020-08-01'],
AVMAC LLC,153.0,['2024-02-16'],
"AVMED, SENTARA HEALTH",80.0,['2025-10-03'],
AVNET,368.0,"['2015-06-24', '2022-06-02', '2026-03-04']",AVT
AVNET INTEGRATED,271.0,"['2013-12-27', '2014-02-28', '2014-03-28']",
AVNET INTEGRATED COMPANY (NEXICORE SERVICES),969.0,"['2010-04-06', '2013-07-06', '2016-05-01', '2018-05-30', '2018-05-31', '2018-06-29', '2018-08-17', '2018-12-04', '2018-12-05', '2019-05-14', '2019-05-16', '2019-09-23', '2019-09-25', '2020-04-27']",
"AVNET, INC.",2205.0,"['2011-09-01', '2012-02-01', '2013-07-16', '2014-05-11', '2014-06-02', '2015-05-20', '2016-03-03', '2016-11-03', '2017-04-03', '2017-06-02', '2018-02-21', '2018-05-15', '2023-02-15', '2025-04-08', '2025-04-29']",AVT
AVO,670.0,"['2022-05-01', '2022-06-02', '2024-01-25']",AVO
AVOCARGO,16.0,['2023-04-06'],
"AVON PROTECTION SYSTEMS, INC.",488.0,"['2014-03-05', '2014-03-06', '2023-10-02', '2024-10-03']",MU
AVON/SERVICE MODEL TRANSFORMATION (SMT),142.0,['2013-12-10'],
AVX CORPORATION (OLEAN ADVANCED PRODUCTS),63.0,"['2017-10-24', '2017-11-03', '2017-12-19']",
AVX FILTERS CORPORATION,103.0,['2019-07-24'],
"AWESOMENESSTV HOLDINGS, LLC",98.0,['2018-08-16'],VRT
"AWG AMBASSADOR, LLC",79.0,['2020-08-11'],VRT
"AWREY BAKERIES, LLC",203.0,['2012-11-28'],VRT
AXA ASSISTANCE USA,40.0,['2016-09-13'],
AXEON,115.0,['2017-03-01'],
AXEON SPECIALTY PRODUCTS LLC,505.0,"['2016-12-27', '2017-12-01', '2020-03-25', '2022-12-29']",
AXIANT LLC,364.0,"['2009-12-09', '2025-04-15']",
AXIOMX INC. D/B/A ABCAM BRANFORD,32.0,['2023-05-18'],
"AXION SERVICES, LLC",83.0,"['2015-05-27', '2019-02-28', '2021-07-15', '2021-08-17']",VRT
AXIOS MEDIA,50.0,['2024-08-06'],
AXISPOINT HEALTH,45.0,['2015-07-15'],
AXIUS SERVICES,5.0,['2017-11-08'],
AXONIUS,140.0,"['2025-11-06', '2026-02-15']",
AXS GROUP LLC,22.0,['2020-06-16'],
AYA,5.0,['2020-11-19'],AYA
AYR WELLNESS (DBA BP SOLUTIONS LLC) CRANE WAY,82.0,['2025-07-31'],
AYR WELLNESS MASSACHUSETTS - M3,157.0,['2025-07-31'],
AZLO,122.0,"['2020-04-08', '2021-01-29']",
AZLO BUSINESS INC.,20.0,['2021-02-09'],
"AZOTEAS MEX LA, LLC",48.0,['2025-08-04'],VRT
"AZTAR INDIANA GAMING CO., LLC DBA TROPICANA EVANSVILLE",1058.0,['2020-04-07'],
"AZTEC SHOPS, LTD.",12.0,['2020-04-28'],005930.KS
AZUL HOSPITALITY - GASLAMP LLC DBA COURTYARD SAN DIEGO GASLAMP-CONV CENTER,144.0,"['2020-03-30', '2020-04-03']",
AZUL HOSPITALITY - GASLAMP LLC DBA MOXY SAN DIEGO,106.0,['2020-04-03'],
AZUL HOSPITALITY - GASLAMP LLC DBA PANTAI INN,111.0,"['2020-04-02', '2020-04-03']",
AZUL HOSPITALITY - PH LLC DBA COMFORT INN & SUITES SAN DIEGO ZOO & SEA WORLD,92.0,['2020-04-03'],
AZUL HOSPITALITY - PH LLC DBA COURTYARD BY MARRIOTT SOLANA BEACH,31.0,['2020-04-03'],
AZUL HOSPITALITY - PH LLC DBA DAYS INN ENCINITAS,21.0,['2020-04-03'],
"AZUL HOSPITALITY - SRSB, LLC",121.0,['2020-03-24'],VRT
"AZUL HOSPITALITY DBA BROADWAY, LLC AKA THE GUILD HOTEL SAN DIEGO",101.0,['2020-03-24'],
AZUMI,50.0,['2020-12-15'],0P0001Q9QO.SA
AZURE ACRES TREATMENT CENTER - 11740,79.0,['2025-09-17'],
AZUSA PACIFIC UNIVERSITY,87.0,"['2022-03-23', '2022-05-25', '2022-06-15']",
AZZ GALVANIZING,16.0,['2016-09-06'],
B & B BACHRACH,13.0,"['2017-05-01', '2017-06-01']",
B & B GRILL AND ARCADE,11.0,['2019-07-27'],
"B & R STORES, INC.",192.0,"['2020-01-21', '2020-04-01']",MU
B D STANHOPE LLC/MARITIME HOTEL,1131.0,"['2011-12-21', '2020-07-06']",
B&B BURGER & BEER,87.0,['2017-07-27'],
B&B RISTORANTE,68.0,['2018-03-27'],
B&C RESEARCH INC.,121.0,['2020-06-01'],
B&D OFFICE CITY,8.0,['2014-02-28'],
"B&H EDUCATION HOLDINGS, LLC & B&H",73.0,['2016-02-09'],
B&H FLOWERS,155.0,"['2021-02-11', '2022-07-20']",
"B&H FLOWERS, INC.",40.0,['2011-07-31'],MU
B&H FOTO AND ELECTRONICS CORP. (NAVY YARD FACILITY),150.0,['2017-08-21'],
B&H FOTO AND ELECTRONICS CORP.(WAREHOUSE),57.0,['2017-05-09'],
B&M BEANS,86.0,['2021-08-30'],
B&P PLASTICS DBA ADVANCE PLASTICS,77.0,['2025-04-21'],
B&W MPOWER,211.0,['2014-04-14'],
B-ALERT INC.,271.0,"['2010-12-01', '2013-04-08']",
B. BRAUN MEDICAL INC.,83.0,"['2023-10-19', '2024-01-17']",
B. F. SAUL COMPANY HOSPITALITY GROUP (CROWNE PLAZA NATIONAL AIRPORT),102.0,['2020-05-18'],
B. F. SAUL COMPANY HOSPITALITY GROUP (DOUBLETREE TYSONS),57.0,['2020-05-18'],
B. F. SAUL COMPANY HOSPITALITY GROUP (HOLIDAY INN DULLES),52.0,['2020-05-18'],
B.F. SAUL COMPANY HOSPITALITY GROUP,53.0,['2020-06-15'],
"B.L. COLLECTIVE (SPORTELLO, MENTON AND DRINK)",122.0,"['2022-12-05', '2024-01-06']",
"B.R. GUEST HOLDINGS, LLC",54.0,['2016-12-05'],VRT
"B.R. GUEST HOLDINGS, LLC DBA BLUE FIN - NEW YORK",129.0,['2020-04-08'],
"B.R. GUEST HOLDINGS, LLC DBA DOS CAMINOS - MEATPACKING NY",446.0,"['2014-11-01', '2015-03-18', '2015-08-05', '2020-04-08']",
"B.R. GUEST PARENT HOLDINGS, LLC DBA ATLANTIC GRILL - LINCOLN CENTER WEST NY",110.0,['2020-04-08'],
"B.R. GUEST PARENT HOLDINGS, LLC DBA BILL'S BAR & BURGER - DOWNTOWN",100.0,['2020-04-08'],
B/E AEROSPACE,160.0,['2017-03-21'],600855.SS
B/E AEROSPACE INC.,55.0,['2012-07-25'],
B/E AEROSPACE SFC BUSINESS UNIT,53.0,['2016-10-05'],
B8TA,250.0,['2020-03-26'],
"BABBO ENOTECA FP LLC E ENOTECA (""BABBO BOSTON"")",45.0,['2019-07-23'],
"BABBO, LLC",96.0,['2020-03-18'],VRT
BABCOCK & WILCOX CLINCH RIVER LLC,121.0,['2014-04-22'],
BABCOCK & WILCOX CO.,220.0,['2015-10-20'],
BABCOCK AND WILCOX UNIVERSAL,55.0,['2017-04-05'],
BABCOCK LUMBER,50.0,['2014-12-01'],
"BABY LIST, INC.",32.0,['2020-06-05'],MU
BABYLON,100.0,['2022-07-12'],BBLNF
BABYLON HEALTH,94.0,"['2022-04-15', '2023-08-09']",
"BABYLON, INC",94.0,['2023-08-08'],BBLNF
BACCARAT HOTEL NEW YORK,162.0,"['2020-03-20', '2020-03-25']",
"BACCHUS IMPORTERS, LLC",73.0,['2023-04-27'],VRT
BACK MARKET,93.0,['2022-12-23'],
BACK OF THE HOUSE DBA SUPER DUPER,30.0,['2020-05-20'],
"BACK OF THE HOUSE, INC",47.0,['2020-04-24'],MU
"BACK OF THE HOUSE, INC - GEARY MAS LLC DBA SUPER DUPER",30.0,['2020-04-24'],
"BACK ON SOUTH RESTAURANT PARTNERS, LP",31.0,['2020-04-01'],ET
"BACK ON SOUTH RESTAURANT PARTNERS, LP D/B/A SERPICO",2169.0,"['2020-04-27', '2020-05-01', '2020-05-11']",
"BACK THRU THE FUTURE COMPUTER RECYCLING, INC.",15.0,['2020-03-01'],MU
BACK2BU HEALTHWAY @ BOSTON UNIVERSITY,175.0,['2022-04-01'],
BACKFLIP STUDIOS,88.0,['2019-10-23'],
BACKROADS,176.0,"['2020-04-13', '2020-04-30']",
BACKROADS UTAH,84.0,['2020-04-15'],
BACKYARD BURGERS,30.0,['2016-09-07'],
"BACKYARD PLAYNATION, LLC",66.0,['2025-07-16'],VRT
BACKYARD PRODUCTS,23.0,['2019-04-23'],
"BACON & BAGELS, LLC DBA QUALITY EATS",47.0,['2020-03-31'],
BAD BOY BUGGIES,68.0,['2010-12-21'],
"BADA BING BAKERY LLC, DBA CHOMPIE'S BAKING CO.",159.0,"['2012-03-16', '2024-01-31']",
BADEN-POWELL CLUBHOUSE,11.0,['2024-05-17'],
"BADGER METER, INC. DBA NATIONAL METER &",140.0,"['2015-06-07', '2017-05-19']",BMI
BADGER MINING CORPORATION,543.0,"['2017-05-01', '2018-05-01', '2018-07-19', '2020-05-14', '2020-05-22']",
"BADGER TRUCK AND AUTOMOTIVE GROUP, INC.",40.0,['2025-02-03'],MU
BAE SYSTEMS,9087.0,"['2010-08-01', '2011-05-10', '2011-10-30', '2012-02-01', '2012-03-07', '2012-04-27', '2012-05-30', '2012-07-23', '2012-08-20', '2012-09-07', '2012-09-16', '2012-09-28', '2012-10-12', '2012-10-31', '2012-11-01', '2012-12-19', '2013-02-08', '2013-04-09', '2013-06-03', '2013-07-06', '2013-07-31', '2013-09-23', '2013-11-19', '2014-01-16', '2014-03-16', '2014-04-01', '2014-05-01', '2014-06-18', '2014-06-26', '2014-09-03', '2014-09-05', '2014-10-23', '2015-01-06', '2015-01-15', '2015-03-27', '2015-05-22', '2015-06-04', '2015-06-08', '2015-07-07', '2015-08-01', '2015-09-08', '2015-09-21', '2015-10-30', '2015-12-18', '2016-01-12', '2016-02-22', '2016-04-06', '2016-04-07', '2016-04-29', '2016-05-27', '2016-06-01', '2016-08-19', '2017-01-31', '2018-03-02', '2018-06-08', '2018-06-25', '2018-09-27', '2018-11-01', '2019-10-16', '2020-04-09', '2020-05-01', '2020-08-01', '2020-08-10', '2022-08-04', '2024-02-16', '2026-03-19']",BA.L
BAE SYSTEMS - SEALY,330.0,"['2013-09-11', '2013-10-15']",
"BAE SYSTEMS INC. , SAN DIEGO SHIP REPAIR",1474.0,"['2009-11-30', '2013-04-07', '2017-07-12', '2023-05-30']",
"BAE SYSTEMS INFORMATION SOLUTIONS, INC.",131.0,"['2012-09-10', '2015-09-01']",MU
BAE SYSTEMS SE SHIPYARD LLC,35.0,['2016-08-29'],
BAE SYSTEMS SOUTHEAST SHIPYARDS,300.0,['2016-01-13'],
BAE SYSTEMS TECHNOLOGY SOLUTIONS & SERVICES,524.0,"['2012-07-24', '2012-10-05', '2014-09-01', '2014-11-06', '2020-04-22']",
BAE SYSTEMS TECHNOLOGY SOLUTIONS & SERVICES INC. (¿BAE SYSTEMS,90.0,['2014-07-01'],
"BAE SYSTEMS, INC. LAND AND ARMAMENTS",78.0,['2013-10-01'],BA.L
"BAE SYSTEMS, NAS - WHITING FIELD, MILTON, PENSACOLA",289.0,['2013-10-01'],BA.L
"BAE SYSTEMS, USCS-ANNISTON/2",196.0,"['2011-10-31', '2020-03-21']",BA.L
BAE SYSTEMS- NAS CORPUS CHRISTI,489.0,"['2011-08-15', '2013-10-02']",
BAE SYSTEMS-SAN DIEGO,99.0,['2013-06-06'],
BAG'N SAVE/NO FRILLS,40.0,"['2014-10-25', '2015-12-01', '2016-03-31', '2016-10-01']",
BAGATELLE DOWNTOWN LLC,30.0,['2020-03-27'],
BAGATELLE LITTLE WEST 12TH LLC,91.0,['2020-03-27'],
BAGATELLE MIAMI LLC,55.0,['2020-03-27'],
BAGCRAFT PAPERCON II,208.0,['2020-08-06'],
BAGGAGE AIRLINE GUEST SERVICES BAGS REMOTE SORTING FACILITY,213.0,['2020-09-25'],
BAGGAGE AIRLINE GUEST SERVICES LAKE BUENA VISTA REGION,560.0,['2020-10-05'],
BAGS,246.0,"['2015-06-17', '2025-11-01']",COMSYN.BO
BAGS (METROPOLIS COMPANY),371.0,"['2024-12-13', '2025-01-22']",
BAGS INC.,342.0,"['2012-03-06', '2014-06-05']",
"BAGS, A METROPOLIS COMPANY (ALASKA AIRLINES CONTRACT)",243.0,"['2020-08-28', '2025-10-13']",COMSYN.BO
BAHAMA BREEZE,684.0,"['2025-05-15', '2026-02-03', '2026-04-07']",
BAHIA RESORT HOTEL,494.0,"['2020-06-04', '2020-06-30']",
BAILEY FOOD AND BEVERAGE GROUP DBA THE LIBRARY GENTLEMEN'S,155.0,['2020-05-14'],
"BAILEY STREET BAKERY, LLC",176.0,['2025-03-04'],VRT
BAILY FOODS,240.0,['2020-03-21'],
"BAINBRIDGE PRODUCTS, LLC",161.0,"['2012-07-01', '2020-07-24', '2020-09-01', '2020-10-20', '2022-10-17']",VRT
BAK USA,646.0,"['2011-06-30', '2018-05-10', '2018-10-01', '2018-11-01', '2019-01-25', '2019-02-05', '2019-07-10', '2020-02-03']",
BAKED IN THE SUN,214.0,"['2018-11-26', '2018-12-04']",
"BAKED ZITI, LLC",142.0,['2020-03-31'],VRT
BAKER & TAYLOR,592.0,"['2019-05-01', '2019-08-01', '2025-10-01']",
"BAKER & TAYLOR, LLC",719.0,"['2025-10-06', '2025-10-16', '2025-11-10']",VRT
BAKER HUGHES,1165.0,"['2015-02-04', '2015-02-06', '2015-08-27', '2015-10-05', '2016-02-16', '2016-02-18', '2018-01-25', '2020-04-15', '2020-04-27', '2023-05-18']",BKR
BAKER HUGHES - DRILLING AND COMPLETION FLUIDS,97.0,"['2019-08-15', '2020-03-25', '2025-07-15']",
BAKER HUGHES INC.,297.0,"['2012-05-01', '2015-08-12', '2015-09-30', '2015-11-03']",
BAKER HUGHES INCORPORATED,63.0,['2012-05-01'],
BAKER HUGHES OILFIELD OPERATIONS INC.,184.0,"['2015-02-04', '2015-03-03', '2025-06-03']",
BAKER HUGHES-ALICE,78.0,"['2015-02-09', '2015-04-23']",
BAKER HUGHES-HOUSTON,184.0,['2020-04-15'],
BAKER HUGHES-KILGORE,58.0,['2015-02-24'],
BAKER HUGHES-MINERAL WELLS,110.0,['2015-02-05'],
BAKER HUGHES-SCHERTZ,266.0,['2018-06-06'],
BAKER HUGHES-SNYDER,133.0,['2015-02-25'],
BAKER MANUFACTURING COMPANY LLC,914.0,"['2015-01-01', '2015-01-08', '2018-03-22', '2020-04-17', '2020-04-21', '2020-06-06', '2020-06-19', '2021-10-04']",
"BAKER METAL PRODUCTS, INC.",400.0,"['2012-10-29', '2013-01-28', '2014-12-17', '2015-05-28', '2018-03-27', '2020-04-27']",MU
BAKER METAL PRODUCTS-CARROLLTON,11.0,['2018-03-27'],
BAKER METAL PRODUCTS-MERRELL RD.,22.0,['2018-03-27'],
BAKER VICTORY SERVICES,84.0,['2012-08-07'],
BAKER VICTORY SERVICES-INTERMEDIATE CARE FACILITY,58.0,['2012-08-07'],
"BAKER'S PRIDE, INC.",190.0,"['2019-12-05', '2025-11-07']",MU
BAKERS SQUARE - ROCHESTER,20.0,['2019-01-01'],
BAKERSFIELD PHYSICAL THERAPY CLINIC,9.0,['2022-09-06'],
"BAKERY BARN, LLC",82.0,['2025-05-01'],VRT
BAKERY CRAFTS,53.0,['2016-02-01'],
BAKER’S CAY RESORT,120.0,['2020-05-07'],
"BAKHTIARI, LLC OBA PUENTE HILLS SUBARU",45.0,['2020-04-10'],
BAKKT,28.0,"['2022-12-08', '2024-05-03']",BKKT
BALBOA BAY CLUB & RESORT,247.0,['2020-04-16'],
BALBOA WATER GROUP,245.0,['2016-09-26'],
"BALDA C. BREWER, INC.",323.0,"['2015-12-28', '2016-08-01']",MU
BALDOR ELECTRIC,200.0,"['2013-11-01', '2014-02-07', '2014-05-23', '2014-06-13', '2015-05-05', '2016-06-09', '2016-09-19', '2016-11-30']",
BALDUCCI’S STORE 3610,59.0,['2025-10-24'],
BALFOUR BEATTY US CIVILS,222.0,['2024-02-29'],
BALL & AEROSOL PACKAGING WEIRTON PLANT,131.0,"['2016-10-21', '2016-11-28', '2017-01-18', '2017-01-23']",
BALL ADVANCED ALUMINUM TECHNOLOGIES,146.0,['2023-11-01'],
BALL CORP 2022,98.0,['2022-12-07'],
BALL CORP.,181.0,"['2013-04-05', '2022-08-03']",BALL
BALL HORTICULTURAL COMPANY,106.0,"['2016-05-02', '2025-06-24']",
BALL METAL BEVERAGE PACKAGING,142.0,['2017-05-01'],
"BALL METAL BEVERAGE PACKAGING DIV, AMERICAS",127.0,['2012-08-16'],LAC
BALL METAL FOOD & HOUSEHOLD PRODUCTS,159.0,['2014-08-26'],
BALL NORTH AMERICAN METAL BEVERAGE PACKAGE,200.0,['2016-02-23'],
BALLAST POINT BREWING COMPANY - LITTLE ITALY LOCATION,37.0,['2025-10-08'],
BALLY TOTAL FITNESS,71.0,['2012-04-23'],
BALLY'S INTERACTIVE,110.0,"['2018-07-01', '2023-01-18']",
BALTIMORE COUNTY SAVINGS BANK,53.0,['2013-12-10'],
BALTIMORE FABRICATION LLC,33.0,['2025-08-08'],
BAMBERG HOSPITAL,111.0,['2012-04-30'],
BAMBOO GROUP OPERATIONS LLC DBA BAMBOO SUSHI,40.0,['2023-10-19'],
BAMBOO HEALTH,52.0,['2022-07-01'],2293.HK
"BAMBU SYSTEMS, LLC",141.0,['2025-11-04'],VRT
"BANANA REPUBLIC, LLC, A SUBSIDIARY OF GAP INC.",112.0,['2018-01-31'],VRT
"BANC OF CALIFORNIA, N.A.",276.0,"['2017-03-02', '2017-05-09', '2018-06-27', '2018-07-16', '2018-08-22', '2019-03-29']",BANC
BANCO POPULAR NORTH AMERICA,419.0,"['2014-11-05', '2017-04-17', '2020-11-01', '2021-06-01']",
BANDAI NAMCO GAMES AMERICA INC.,59.0,"['2012-03-06', '2012-03-27', '2012-03-30']",
BANDCAMP,58.0,['2023-10-16'],
BANDIER TEXAS LLC.,9.0,['2023-11-27'],
BANDIER WEST HOLLYWOOD LLC,7.0,['2024-01-03'],
BANDIT LURES,200.0,"['2014-09-30', '2019-03-08', '2020-04-15']",
BANDO USA INC,65.0,['2025-01-17'],
BANDS VISIT NATIONAL TOUR LLC (FINGER LAKES),28.0,"['2018-01-23', '2020-06-16']",
BANFI PRODUCTS CORPORATION,504.0,"['2018-04-01', '2018-04-19', '2018-08-15', '2019-03-14', '2019-03-29', '2019-04-05', '2020-04-14', '2023-10-19', '2025-08-01']",
"BANK FIRST, N.A.",696.0,"['2024-06-12', '2024-08-30', '2025-02-21', '2025-04-09', '2025-04-30', '2026-01-27']",BFC
BANK OF AMERICA,11143.0,"['2010-01-14', '2010-01-31', '2010-04-30', '2010-07-01', '2010-07-21', '2010-07-30', '2010-07-31', '2010-08-23', '2010-12-01', '2010-12-03', '2011-01-30', '2011-03-04', '2011-04-27', '2011-07-25', '2011-09-27', '2011-09-29', '2011-11-14', '2011-12-14', '2012-03-05', '2012-03-31', '2012-04-11', '2012-05-22', '2012-05-31', '2012-06-01', '2012-06-15', '2012-06-19', '2012-07-17', '2012-08-27', '2012-09-05', '2012-09-28', '2012-11-09', '2013-01-29', '2013-04-01', '2013-04-02', '2013-07-01', '2013-07-15', '2013-08-29', '2013-08-30', '2013-08-31', '2013-10-25', '2013-11-01', '2013-11-22', '2013-12-22', '2014-01-19', '2014-01-24', '2014-02-13', '2014-03-14', '2014-05-01', '2014-05-02', '2014-05-11', '2014-05-22', '2014-05-27', '2014-05-28', '2014-06-09', '2014-06-25', '2014-07-28', '2014-09-01', '2014-09-05', '2014-09-18', '2014-10-22', '2014-11-19', '2014-12-22', '2015-01-28', '2015-01-30', '2015-01-31', '2015-02-13', '2015-02-16', '2015-03-01', '2015-03-16', '2015-03-24', '2016-04-29', '2016-07-11', '2017-05-01', '2018-05-29', '2019-01-23', '2019-02-05', '2019-06-17']",BAC
BANK OF AMERICA (CUSTOMER SERVICE CONTACT CENTER),450.0,['2012-05-20'],
BANK OF AMERICA (GLENDALE),281.0,['2012-12-31'],
BANK OF AMERICA (HOME LOANS UNIT),34.0,['2011-05-03'],
BANK OF AMERICA - ADDISON,824.0,"['2013-06-21', '2013-08-06', '2014-03-03', '2014-05-29', '2014-06-06', '2014-08-04', '2014-10-06', '2014-10-10', '2015-02-17', '2015-02-18']",
BANK OF AMERICA - CONSUMER & LAS OPERATIONS,234.0,"['2015-06-03', '2015-12-11']",
BANK OF AMERICA - DALLAS4,135.0,"['2013-06-24', '2024-02-02']",
BANK OF AMERICA - FORT WORTH,50.0,['2014-09-25'],
BANK OF AMERICA - GLOBAL TECHNOLOGY & OPERATIONS UNIT,35.0,['2015-02-12'],
BANK OF AMERICA - LOS ANGELES,57.0,['2014-04-13'],
BANK OF AMERICA CALL CENTER,210.0,"['2010-04-01', '2018-12-05']",
BANK OF AMERICA CONSUMER BANKING - LEGACY ASSET SERVICING UNIT,55.0,['2013-10-25'],
BANK OF AMERICA-AMON CARTER,181.0,"['2014-03-03', '2014-05-08', '2018-02-27']",
BANK OF AMERICA-CONCORD,71.0,['2014-04-13'],
BANK OF AMERICA-GTO SPECIALTY OPERATIONS UNIT,334.0,"['2012-08-15', '2014-01-19', '2020-08-28', '2020-11-13']",
BANK OF AMERICA-LA CHECK AND PROOF OPERATIONS,150.0,['2013-05-01'],
BANK OF AMERICA-PASADENA,153.0,['2014-04-13'],
BANK OF AMERICA-PLANO2,173.0,"['2014-03-03', '2014-05-29', '2014-10-06', '2015-02-18']",
BANK OF AMERICA-RICHARDSON2,40.0,['2014-03-03'],
BANK OF AMERICA-SIMI VALLEY,121.0,"['2014-01-19', '2014-04-13']",
BANK OF AMERICA-WEST HILLS,49.0,['2014-01-19'],
BANK OF AMERICA-WESTLAKE VILLAGE,13.0,['2014-01-19'],
BANK OF NEW YORK MELLON,929.0,"['2010-09-01', '2011-04-01', '2011-05-01', '2011-06-01', '2011-08-01', '2011-10-01', '2011-12-01', '2015-02-27', '2015-08-01', '2015-09-01']",BK
